genes or gene models annotated to only one Plant Ontology plant embryo development stage,,,,,,
"Arabidopsis thaliana, plant embryo globular stage (PO:0001185)","Arabidopsis thaliana, plant embryo bilateral stage (PO:0004507)","Arabidopsis thaliana, plant embryo cotyledonary stage (PO:0001078)","Arabidopsis thaliana,  mature plant embryo stage (PO:0001081)","Zea mays, plant proembryo stage (PO::0001180)","Zea mays,  plant embryo coleoptilar stage (PO:0001094)","Zea mays, plant embryo true leaf formation stage (PO:0001095)"
AT1G01010,AT1G01640,AT1G02460,AT1G08135,GRMZM2G000126,GRMZM2G004207,GRMZM2G000423   
AT1G01980,AT1G02310,AT1G02950,AT1G10160,GRMZM2G000380,GRMZM2G027958,GRMZM2G000625   
AT1G02400,AT1G03905,AT1G03720,AT1G22720,GRMZM2G000431,GRMZM2G032154,GRMZM2G000726   
AT1G02470,AT1G07485,AT1G05260,AT1G26700,GRMZM2G000743,GRMZM2G033433,GRMZM2G000736   
AT1G02790,AT1G08270,AT1G05370,AT1G32940,GRMZM2G001889,GRMZM2G041774,GRMZM2G000977   
AT1G02900,AT1G12210,AT1G05750,AT1G33870,GRMZM2G002225,GRMZM2G057955,GRMZM2G001168   
AT1G03050,AT1G12700,AT1G07130,AT1G36240,GRMZM2G002536,GRMZM2G063223,GRMZM2G001205   
AT1G03950,AT1G15380,AT1G07290,AT1G43680,GRMZM2G003167,GRMZM2G071720,GRMZM2G001363   
AT1G04540,AT1G16160,AT1G08430,AT1G47770,GRMZM2G003493,GRMZM2G072322,GRMZM2G001451   
AT1G04920,AT1G19610,AT1G08500,AT1G48820,GRMZM2G004480,GRMZM2G075229,GRMZM2G001462   
AT1G05300,AT1G20530,AT1G09740,AT1G49830,GRMZM2G004828,GRMZM2G079219,GRMZM2G001557   
AT1G05450,AT1G22570,AT1G10690,AT1G53640,GRMZM2G004909,GRMZM2G080354,GRMZM2G001560   
AT1G05680,AT1G22600,AT1G11290,AT1G55390,GRMZM2G005284,GRMZM2G082709,GRMZM2G001938   
AT1G06020,AT1G22830,AT1G12100,AT1G61260,GRMZM2G006062,GRMZM2G082959,GRMZM2G002396   
AT1G06800,AT1G26680,AT1G12620,AT1G62680,GRMZM2G007372,GRMZM2G083094,GRMZM2G002815   
AT1G07180,AT1G27610,AT1G14640,AT1G64070,GRMZM2G007475,GRMZM2G087507,GRMZM2G002894   
AT1G07300,AT1G32780,AT1G18810,AT1G68630,GRMZM2G007948,GRMZM2G093010,GRMZM2G003109   
AT1G08810,AT1G33500,AT1G20700,AT1G76530,GRMZM2G008326,GRMZM2G093418,GRMZM2G003138   
AT1G09155,AT1G36620,AT1G20780,AT2G04820,GRMZM2G008482,GRMZM2G096111,GRMZM2G003264   
AT1G09240,AT1G37140,AT1G20800,AT2G10690,GRMZM2G008627,GRMZM2G122706,GRMZM2G003769   
AT1G09370,AT1G48390,AT1G24290,AT2G23960,GRMZM2G008819,GRMZM2G124684,GRMZM2G004054   
AT1G09380,AT1G48980,AT1G26530,AT2G30660,GRMZM2G008892,GRMZM2G126496,GRMZM2G004690   
AT1G09575,AT1G49500,AT1G27590,AT2G37730,GRMZM2G009049,GRMZM2G127143,GRMZM2G004795   
AT1G10380,AT1G49960,AT1G30010,AT3G06280,GRMZM2G009792,GRMZM2G129713,GRMZM2G004971   
AT1G10550,AT1G51820,AT1G31430,AT3G14225,GRMZM2G009818,GRMZM2G135317,GRMZM2G005114   
AT1G10770,AT1G53700,AT1G35730,AT3G14640,GRMZM2G009869,GRMZM2G135456,GRMZM2G005825   
AT1G11050,AT1G53790,AT1G37160,AT3G28930,GRMZM2G010333,GRMZM2G144464,GRMZM2G006119   
AT1G11190,AT1G55030,AT1G43590,AT3G52270,GRMZM2G010356,GRMZM2G148441,GRMZM2G006197   
AT1G11540,AT1G63400,AT1G44935,AT3G55910,GRMZM2G010488,GRMZM2G325477,GRMZM2G006210   
AT1G11770,AT1G65360,AT1G47840,AT3G57820,GRMZM2G010884,GRMZM2G325650,GRMZM2G006551   
AT1G12070,AT1G65850,AT1G48180,AT3G62150,GRMZM2G011408,GRMZM2G329584,GRMZM2G006646   
AT1G12180,AT1G66390,AT1G48470,AT3G62930,GRMZM2G011463,GRMZM2G363253,GRMZM2G006841   
AT1G14280,AT1G73850,AT1G49180,AT3G63340,GRMZM2G011708,GRMZM2G382569,GRMZM2G007113   
AT1G14420,AT1G74580,AT1G49470,AT4G09840,GRMZM2G012062,GRMZM2G399136,GRMZM2G007228   
AT1G15010,AT1G76050,AT1G49540,AT4G15380,GRMZM2G012148,GRMZM2G414834,GRMZM2G007252   
AT1G15170,AT1G77230,AT1G51210,AT4G23240,GRMZM2G012276,GRMZM2G447043,GRMZM2G007369   
AT1G15350,AT1G80580,AT1G52050,AT4G27850,GRMZM2G012508,GRMZM2G449182,GRMZM2G007406   
AT1G16390,AT2G02750,AT1G52630,AT4G30420,GRMZM2G012904,GRMZM2G450822,GRMZM2G007698   
AT1G17020,AT2G04860,AT1G55040,AT4G31730,GRMZM2G013206,GRMZM2G457287,GRMZM2G007713   
AT1G17040,AT2G05540,AT1G55550,AT4G35690,GRMZM2G013255,GRMZM2G465868,GRMZM2G008234   
AT1G17540,AT2G15380,AT1G56540,AT5G07400,GRMZM2G014558,GRMZM2G470666,GRMZM2G008250   
AT1G18990,AT2G19900,AT1G59740,AT5G10120,GRMZM2G014768,GRMZM5G842071,GRMZM2G008839   
AT1G19210,AT2G21080,AT1G60180,AT5G12990,GRMZM2G015021,GRMZM5G843141,GRMZM2G008972   
AT1G19500,AT2G21850,AT1G60230,AT5G14650,GRMZM2G015049,GRMZM5G863453,GRMZM2G009009   
AT1G19620,AT2G23050,AT1G61070,AT5G18360,GRMZM2G015127,GRMZM5G866027,GRMZM2G009025   
AT1G19940,AT2G27220,AT1G61210,AT5G45090,GRMZM2G015314,GRMZM5G878365,GRMZM2G009045   
AT1G20180,AT2G27420,AT1G62770,AT5G62830,GRMZM2G015603,GRMZM5G893796,GRMZM2G009359   
AT1G20190,AT2G32620,AT1G62910,AT5G63560,GRMZM2G015708,,GRMZM2G009475   
AT1G20310,AT2G34315,AT1G62940,,GRMZM2G015872,,GRMZM2G009536   
AT1G20350,AT2G36980,AT1G64100,,GRMZM2G016100,,GRMZM2G009652   
AT1G21000,AT2G39310,AT1G64800,,GRMZM2G016370,,GRMZM2G009900   
AT1G21550,AT3G06070,AT1G65130,,GRMZM2G016462,,GRMZM2G009968   
AT1G21850,AT3G07350,AT1G65500,,GRMZM2G016558,,GRMZM2G010266   
AT1G22015,AT3G12955,AT1G65590,,GRMZM2G016744,,GRMZM2G010518   
AT1G22380,AT3G13090,AT1G65810,,GRMZM2G016836,,GRMZM2G010545   
AT1G22400,AT3G14580,AT1G66850,,GRMZM2G017045,,GRMZM2G010570   
AT1G22690,AT3G16890,AT1G67780,,GRMZM2G017268,,GRMZM2G010840   
AT1G22990,AT3G17280,AT1G67800,,GRMZM2G018822,,GRMZM2G010920   
AT1G23040,AT3G20090,AT1G69350,,GRMZM2G019583,,GRMZM2G011007   
AT1G23060,AT3G23880,AT1G69480,,GRMZM2G019806,,GRMZM2G011010   
AT1G23350,AT3G24900,AT1G69500,,GRMZM2G019916,,GRMZM2G011055   
AT1G23420,AT3G25620,AT1G69720,,GRMZM2G020732,,GRMZM2G011140   
AT1G23480,AT3G29330,AT1G71160,,GRMZM2G020799,,GRMZM2G011604   
AT1G23550,AT3G30450,AT1G73190,,GRMZM2G020859,,GRMZM2G011789   
AT1G23730,AT3G31320,AT1G74630,,GRMZM2G020898,,GRMZM2G011925   
AT1G23760,AT3G44900,AT1G74810,,GRMZM2G021289,,GRMZM2G012076   
AT1G24000,AT3G45990,AT1G75470,,GRMZM2G021433,,GRMZM2G012550   
AT1G24010,AT3G48940,AT1G75790,,GRMZM2G021595,,GRMZM2G012724   
AT1G24400,AT3G49070,AT1G79520,,GRMZM2G021694,,GRMZM2G012728   
AT1G24520,AT3G49400,AT2G01840,,GRMZM2G021879,,GRMZM2G012806   
AT1G24540,AT3G49930,AT2G03130,,GRMZM2G023133,,GRMZM2G012807   
AT1G25240,AT3G53160,AT2G03840,,GRMZM2G024144,,GRMZM2G013050   
AT1G25330,AT3G53720,AT2G04890,,GRMZM2G024150,,GRMZM2G013087   
AT1G25400,AT3G56730,AT2G05390,,GRMZM2G024948,,GRMZM2G013191   
AT1G26220,AT3G57020,AT2G11810,,GRMZM2G025303,,GRMZM2G013214   
AT1G28270,AT3G58330,AT2G16910,,GRMZM2G025491,,GRMZM2G013612   
AT1G28370,AT3G59060,AT2G20720,,GRMZM2G025954,,GRMZM2G013920   
AT1G29140,AT3G62350,AT2G22070,,GRMZM2G026943,,GRMZM2G014534   
AT1G29195,AT3G62500,AT2G22800,,GRMZM2G027484,,GRMZM2G014723   
AT1G29440,AT4G00650,AT2G24130,,GRMZM2G028325,,GRMZM2G015281   
AT1G29660,AT4G01740,AT2G26390,,GRMZM2G028543,,GRMZM2G015395   
AT1G30135,AT4G01910,AT2G27660,,GRMZM2G028830,,GRMZM2G015648   
AT1G30260,AT4G03610,AT2G28240,,GRMZM2G029400,,GRMZM2G015666   
AT1G30710,AT4G04110,AT2G28550,,GRMZM2G029780,,GRMZM2G015805   
AT1G30795,AT4G05550,AT2G29600,,GRMZM2G030009,,GRMZM2G015921   
AT1G30900,AT4G07920,AT2G29920,,GRMZM2G030216,,GRMZM2G016004   
AT1G31290,AT4G08250,AT2G30210,,GRMZM2G030325,,GRMZM2G016241   
AT1G31450,AT4G11610,AT2G35170,,GRMZM2G030850,,GRMZM2G016254   
AT1G31490,AT4G14390,AT2G35430,,GRMZM2G031102,,GRMZM2G017001   
AT1G31820,AT4G15290,AT2G35950,,GRMZM2G031870,,GRMZM2G017321   
AT1G32170,AT4G20235,AT2G37210,,GRMZM2G031963,,GRMZM2G017324   
AT1G32300,AT4G29270,AT2G39850,,GRMZM2G032443,,GRMZM2G017670   
AT1G32740,AT4G29710,AT2G39980,,GRMZM2G032654,,GRMZM2G018166   
AT1G35140,AT4G29990,AT2G42370,,GRMZM2G033017,,GRMZM2G018372   
AT1G35260,AT4G31250,AT2G43100,,GRMZM2G033074,,GRMZM2G018793   
AT1G35310,AT4G33960,AT2G44850,,GRMZM2G033952,,GRMZM2G019742   
AT1G35490,AT4G33990,AT2G45400,,GRMZM2G034253,,GRMZM2G019872   
AT1G43640,AT4G35590,AT2G45500,,GRMZM2G034421,,GRMZM2G020003   
AT1G44130,AT4G39780,AT2G46040,,GRMZM2G034508,,GRMZM2G020419   
AT1G44160,AT5G02760,AT2G46950,,GRMZM2G034611,,GRMZM2G020429   
AT1G47280,AT5G04310,AT2G47780,,GRMZM2G035685,,GRMZM2G020552   
AT1G47470,AT5G05250,AT3G01220,,GRMZM2G035755,,GRMZM2G020826   
AT1G49200,AT5G05490,AT3G03290,,GRMZM2G036048,,GRMZM2G020998   
AT1G49290,AT5G06790,AT3G03550,,GRMZM2G036203,,GRMZM2G021089   
AT1G49450,AT5G07640,AT3G03870,,GRMZM2G036340,,GRMZM2G021416   
AT1G49490,AT5G10280,AT3G04800,,GRMZM2G036880,,GRMZM2G021614   
AT1G50340,AT5G10420,AT3G05110,,GRMZM2G036983,,GRMZM2G021865   
AT1G50610,AT5G11590,AT3G05360,,GRMZM2G037146,,GRMZM2G022363   
AT1G51300,AT5G16900,AT3G06090,,GRMZM2G037314,,GRMZM2G022489   
AT1G51440,AT5G17490,AT3G07960,,GRMZM2G038436,,GRMZM2G022514   
AT1G52580,AT5G19720,AT3G09060,,GRMZM2G038835,,GRMZM2G022546   
AT1G52970,AT5G23180,AT3G09220,,GRMZM2G039187,,GRMZM2G022792   
AT1G53540,AT5G24560,AT3G09550,,GRMZM2G039525,,GRMZM2G022858   
AT1G53560,AT5G25640,AT3G11840,,GRMZM2G040117,,GRMZM2G023122   
AT1G54070,AT5G28490,AT3G12470,,GRMZM2G040508,,GRMZM2G023982   
AT1G54790,AT5G34800,AT3G12510,,GRMZM2G040509,,GRMZM2G024391   
AT1G55560,AT5G34830,AT3G13220,,GRMZM2G040821,,GRMZM2G024476   
AT1G55570,AT5G35450,AT3G13240,,GRMZM2G040890,,GRMZM2G024561   
AT1G56100,AT5G37160,AT3G15400,,GRMZM2G041163,,GRMZM2G024592   
AT1G56510,AT5G37490,AT3G19330,,GRMZM2G041308,,GRMZM2G024958   
AT1G56650,AT5G38340,AT3G20480,,GRMZM2G041352,,GRMZM2G025048   
AT1G56710,AT5G44230,AT3G22070,,GRMZM2G041866,,GRMZM2G025088   
AT1G60030,AT5G47340,AT3G22090,,GRMZM2G041991,,GRMZM2G025135   
AT1G60590,AT5G47670,AT3G25440,,GRMZM2G042154,,GRMZM2G025200   
AT1G60985,AT5G49700,AT3G25960,,GRMZM2G042218,,GRMZM2G025370   
AT1G61560,AT5G56370,AT3G26782,,GRMZM2G042660,,GRMZM2G025611   
AT1G61680,AT5G56780,AT3G27920,,GRMZM2G042723,,GRMZM2G025642   
AT1G61720,AT5G59720,AT3G28030,,GRMZM2G042741,,GRMZM2G025793   
AT1G61860,AT5G59940,AT3G28150,,GRMZM2G043295,,GRMZM2G025857   
AT1G62280,AT5G65080,AT3G28470,,GRMZM2G043300,,GRMZM2G026229   
AT1G62300,AT5G65130,AT3G30846,,GRMZM2G044070,,GRMZM2G026271   
AT1G62450,AT5G66350,AT3G42960,,GRMZM2G044132,,GRMZM2G026562   
AT1G62990,AT5G67090,AT3G43160,,GRMZM2G044359,,GRMZM2G026703   
AT1G64405,AT5G67390,AT3G43280,,GRMZM2G045171,,GRMZM2G026837   
AT1G65240,,AT3G44020,,GRMZM2G045849,,GRMZM2G027068   
AT1G65480,,AT3G45670,,GRMZM2G046209,,GRMZM2G027476   
AT1G65690,,AT3G45880,,GRMZM2G046262,,GRMZM2G027594   
AT1G65730,,AT3G48640,,GRMZM2G046284,,GRMZM2G027960   
AT1G66090,,AT3G49920,,GRMZM2G046316,,GRMZM2G028111   
AT1G66120,,AT3G50250,,GRMZM2G046353,,GRMZM2G028151   
AT1G66210,,AT3G51590,,GRMZM2G046755,,GRMZM2G028252   
AT1G66360,,AT3G52130,,GRMZM2G047045,,GRMZM2G028306   
AT1G66400,,AT3G52160,,GRMZM2G047319,,GRMZM2G028444   
AT1G66480,,AT3G54060,,GRMZM2G047616,,GRMZM2G028479   
AT1G66950,,AT3G54130,,GRMZM2G047652,,GRMZM2G028547   
AT1G67290,,AT3G54510,,GRMZM2G048192,,GRMZM2G028712   
AT1G67640,,AT3G54610,,GRMZM2G048474,,GRMZM2G029479   
AT1G68110,,AT3G58550,,GRMZM2G048775,,GRMZM2G029690   
AT1G68460,,AT3G58590,,GRMZM2G048886,,GRMZM2G029827   
AT1G68610,,AT3G61340,,GRMZM2G048962,,GRMZM2G029930   
AT1G68620,,AT4G00310,,GRMZM2G049318,,GRMZM2G030181   
AT1G69080,,AT4G00390,,GRMZM2G049882,,GRMZM2G030436   
AT1G69100,,AT4G02160,,GRMZM2G050201,,GRMZM2G030790   
AT1G69310,,AT4G02690,,GRMZM2G050234,,GRMZM2G031248   
AT1G69880,,AT4G03050,,GRMZM2G052548,,GRMZM2G031257   
AT1G70140,,AT4G03790,,GRMZM2G053669,,GRMZM2G031624   
AT1G70420,,AT4G04900,,GRMZM2G053830,,GRMZM2G031628   
AT1G70500,,AT4G08210,,GRMZM2G053977,,GRMZM2G031728   
AT1G70720,,AT4G08410,,GRMZM2G054023,,GRMZM2G031882   
AT1G70890,,AT4G08890,,GRMZM2G054050,,GRMZM2G032180   
AT1G71690,,AT4G10950,,GRMZM2G054658,,GRMZM2G032231   
AT1G71890,,AT4G11530,,GRMZM2G054884,,GRMZM2G032266   
AT1G71960,,AT4G14080,,GRMZM2G055124,,GRMZM2G032494   
AT1G72240,,AT4G14980,,GRMZM2G055150,,GRMZM2G032531   
AT1G72290,,AT4G15200,,GRMZM2G055684,,GRMZM2G032547   
AT1G72790,,AT4G15330,,GRMZM2G056116,,GRMZM2G032583   
AT1G72800,,AT4G17690,,GRMZM2G056388,,GRMZM2G032865   
AT1G72900,,AT4G18490,,GRMZM2G056505,,GRMZM2G033089   
AT1G72920,,AT4G19240,,GRMZM2G056908,,GRMZM2G033108   
AT1G73066,,AT4G19900,,GRMZM2G057159,,GRMZM2G033175   
AT1G73220,,AT4G20450,,GRMZM2G057352,,GRMZM2G033544   
AT1G73560,,AT4G21300,,GRMZM2G057616,,GRMZM2G033578   
AT1G73610,,AT4G21700,,GRMZM2G057733,,GRMZM2G034047   
AT1G73830,,AT4G22212,,GRMZM2G057963,,GRMZM2G034125   
AT1G74010,,AT4G22790,,GRMZM2G058081,,GRMZM2G034155   
AT1G74490,,AT4G25420,,GRMZM2G058279,,GRMZM2G034385   
AT1G74500,,AT4G26280,,GRMZM2G058398,,GRMZM2G034404   
AT1G75040,,AT4G26680,,GRMZM2G059033,,GRMZM2G034737   
AT1G75300,,AT4G27330,,GRMZM2G059693,,GRMZM2G034791   
AT1G75590,,AT4G28395,,GRMZM2G059785,,GRMZM2G034998   
AT1G75870,,AT4G29140,,GRMZM2G059964,,GRMZM2G035044   
AT1G75890,,AT4G29690,,GRMZM2G060190,,GRMZM2G035077   
AT1G75960,,AT4G29980,,GRMZM2G060866,,GRMZM2G035239   
AT1G76370,,AT4G31070,,GRMZM2G061749,,GRMZM2G035282   
AT1G76590,,AT4G31570,,GRMZM2G061910,,GRMZM2G035370   
AT1G76890,,AT4G32950,,GRMZM2G062066,,GRMZM2G035386   
AT1G77210,,AT4G34850,,GRMZM2G062156,,GRMZM2G035506   
AT1G77920,,AT4G35420,,GRMZM2G062244,,GRMZM2G035688   
AT1G78090,,AT4G38590,,GRMZM2G062718,,GRMZM2G035732   
AT1G78110,,AT5G03360,,GRMZM2G063001,,GRMZM2G035784   
AT1G78320,,AT5G03770,,GRMZM2G063024,,GRMZM2G036120   
AT1G78450,,AT5G05030,,GRMZM2G063392,,GRMZM2G036262   
AT1G78780,,AT5G05630,,GRMZM2G063747,,GRMZM2G036386   
AT1G78970,,AT5G05840,,GRMZM2G063975,,GRMZM2G036615   
AT1G79270,,AT5G06839,,GRMZM2G064096,,GRMZM2G036703   
AT1G79860,,AT5G07190,,GRMZM2G064657,,GRMZM2G036912   
AT1G80180,,AT5G07230,,GRMZM2G065829,,GRMZM2G036954   
AT1G80310,,AT5G08490,,GRMZM2G066162,,GRMZM2G037036   
AT1G80840,,AT5G10040,,GRMZM2G066449,,GRMZM2G037043   
AT1G80960,,AT5G10140,,GRMZM2G067000,,GRMZM2G037386   
AT2G02140,,AT5G11310,,GRMZM2G067713,,GRMZM2G037482   
AT2G02515,,AT5G11540,,GRMZM2G068672,,GRMZM2G037500   
AT2G02720,,AT5G13380,,GRMZM2G069047,,GRMZM2G037528   
AT2G02990,,AT5G14690,,GRMZM2G069325,,GRMZM2G037545   
AT2G03200,,AT5G14770,,GRMZM2G070500,,GRMZM2G037574   
AT2G03530,,AT5G15360,,GRMZM2G070607,,GRMZM2G038082   
AT2G05850,,AT5G16570,,GRMZM2G070673,,GRMZM2G038707   
AT2G05910,,AT5G16920,,GRMZM2G070952,,GRMZM2G038833   
AT2G06090,,AT5G17140,,GRMZM2G071157,,GRMZM2G038928   
AT2G07040,,AT5G19970,,GRMZM2G071362,,GRMZM2G039016   
AT2G13350,,AT5G20640,,GRMZM2G071704,,GRMZM2G039166   
AT2G14095,,AT5G22570,,GRMZM2G071744,,GRMZM2G039278   
AT2G15830,,AT5G24820,,GRMZM2G071917,,GRMZM2G039383   
AT2G16730,,AT5G25400,,GRMZM2G074057,,GRMZM2G039567   
AT2G17000,,AT5G26770,,GRMZM2G074309,,GRMZM2G039630   
AT2G17890,,AT5G27200,,GRMZM2G074645,,GRMZM2G039822   
AT2G18050,,AT5G27230,,GRMZM2G074708,,GRMZM2G039845   
AT2G18370,,AT5G27440,,GRMZM2G075081,,GRMZM2G039864   
AT2G18420,,AT5G28030,,GRMZM2G075152,,GRMZM2G040052   
AT2G19000,,AT5G28610,,GRMZM2G075438,,GRMZM2G040278   
AT2G20560,,AT5G32460,,GRMZM2G075594,,GRMZM2G040905   
AT2G20595,,AT5G39680,,GRMZM2G075668,,GRMZM2G040941   
AT2G20700,,AT5G40380,,GRMZM2G075837,,GRMZM2G041513   
AT2G21185,,AT5G40540,,GRMZM2G076140,,GRMZM2G041746   
AT2G21480,,AT5G42010,,GRMZM2G076417,,GRMZM2G041809   
AT2G21655,,AT5G42110,,GRMZM2G076474,,GRMZM2G041894   
AT2G21740,,AT5G43230,,GRMZM2G076769,,GRMZM2G042075   
AT2G23330,,AT5G43610,,GRMZM2G076771,,GRMZM2G042412   
AT2G23430,,AT5G44400,,GRMZM2G076778,,GRMZM2G042421   
AT2G23540,,AT5G46520,,GRMZM2G076946,,GRMZM2G042461   
AT2G23900,,AT5G46560,,GRMZM2G077147,,GRMZM2G042717   
AT2G23990,,AT5G46780,,GRMZM2G077479,,GRMZM2G042867   
AT2G24450,,AT5G48350,,GRMZM2G077544,,GRMZM2G042895   
AT2G25450,,AT5G49270,,GRMZM2G077612,,GRMZM2G043035   
AT2G25540,,AT5G52290,,GRMZM2G077886,,GRMZM2G043172   
AT2G26150,,AT5G53510,,GRMZM2G077900,,GRMZM2G043336   
AT2G26410,,AT5G54190,,GRMZM2G078024,,GRMZM2G043520   
AT2G26450,,AT5G56310,,GRMZM2G078299,,GRMZM2G043587   
AT2G26530,,AT5G61400,,GRMZM2G078324,,GRMZM2G043893   
AT2G26850,,AT5G61800,,GRMZM2G078633,,GRMZM2G044218   
AT2G27080,,AT5G62990,,GRMZM2G079303,,GRMZM2G044377   
AT2G27180,,AT5G63900,,GRMZM2G079790,,GRMZM2G044627   
AT2G27690,,AT5G65820,,GRMZM2G080056,,GRMZM2G044757   
AT2G27740,,AT5G67520,,GRMZM2G080546,,GRMZM2G044850   
AT2G28260,,ATMG00510,,GRMZM2G080635,,GRMZM2G045278   
AT2G28960,,ATMG01290,,GRMZM2G080678,,GRMZM2G045437   
AT2G29090,,,,GRMZM2G080731,,GRMZM2G045678   
AT2G29330,,,,GRMZM2G080887,,GRMZM2G045805   
AT2G29350,,,,GRMZM2G081090,,GRMZM2G045977   
AT2G29460,,,,GRMZM2G081151,,GRMZM2G046117   
AT2G29470,,,,GRMZM2G081192,,GRMZM2G046447   
AT2G29500,,,,GRMZM2G081285,,GRMZM2G046520   
AT2G29940,,,,GRMZM2G081322,,GRMZM2G046550   
AT2G30090,,,,GRMZM2G081671,,GRMZM2G046622   
AT2G30140,,,,GRMZM2G081822,,GRMZM2G046721   
AT2G30550,,,,GRMZM2G081898,,GRMZM2G047131   
AT2G30790,,,,GRMZM2G081955,,GRMZM2G047133   
AT2G30830,,,,GRMZM2G082335,,GRMZM2G047164   
AT2G31500,,,,GRMZM2G082714,,GRMZM2G047610   
AT2G31900,,,,GRMZM2G082780,,GRMZM2G047793   
AT2G31990,,,,GRMZM2G082940,,GRMZM2G047835   
AT2G32770,,,,GRMZM2G083117,,GRMZM2G047840   
AT2G32790,,,,GRMZM2G083128,,GRMZM2G048078   
AT2G32800,,,,GRMZM2G083273,,GRMZM2G048161   
AT2G32860,,,,GRMZM2G083935,,GRMZM2G048475   
AT2G33100,,,,GRMZM2G084005,,GRMZM2G048591   
AT2G33130,,,,GRMZM2G084014,,GRMZM2G048635   
AT2G33270,,,,GRMZM2G084264,,GRMZM2G048793   
AT2G33420,,,,GRMZM2G084276,,GRMZM2G049109   
AT2G33460,,,,GRMZM2G084799,,GRMZM2G049510   
AT2G34600,,,,GRMZM2G085198,,GRMZM2G049686   
AT2G34870,,,,GRMZM2G085392,,GRMZM2G049767   
AT2G36020,,,,GRMZM2G085405,,GRMZM2G049798   
AT2G36080,,,,GRMZM2G086925,,GRMZM2G050458   
AT2G36190,,,,GRMZM2G087069,,GRMZM2G050768   
AT2G36430,,,,GRMZM2G087625,,GRMZM2G050937   
AT2G36950,,,,GRMZM2G087766,,GRMZM2G051124   
AT2G37130,,,,GRMZM2G088124,,GRMZM2G051545   
AT2G37870,,,,GRMZM2G088305,,GRMZM2G051619   
AT2G38600,,,,GRMZM2G088861,,GRMZM2G051924   
AT2G38900,,,,GRMZM2G089052,,GRMZM2G051958   
AT2G39030,,,,GRMZM2G089662,,GRMZM2G052042   
AT2G39160,,,,GRMZM2G090230,,GRMZM2G052063   
AT2G39200,,,,GRMZM2G090266,,GRMZM2G052067   
AT2G39400,,,,GRMZM2G090837,,GRMZM2G052145   
AT2G39540,,,,GRMZM2G091088,,GRMZM2G052233   
AT2G39710,,,,GRMZM2G091232,,GRMZM2G052364   
AT2G40260,,,,GRMZM2G092465,,GRMZM2G052825   
AT2G40330,,,,GRMZM2G093079,,GRMZM2G052855   
AT2G40610,,,,GRMZM2G093121,,GRMZM2G053213   
AT2G41120,,,,GRMZM2G093305,,GRMZM2G053315   
AT2G41800,,,,GRMZM2G093736,,GRMZM2G053991   
AT2G41860,,,,GRMZM2G093809,,GRMZM2G054154   
AT2G42720,,,,GRMZM2G093999,,GRMZM2G054603   
